student_id,department,math_score,physics_score,chemistry_score,biology_score,programming_interest,electronics_interest,mechanical_interest,medical_interest,creativity_score,communication_score,science_avg,stem_score,bio_chem_score,tech_interest,engineering_interest,medical_affinity,math_bio_gap,tech_medical_gap,science_comm_gap,soft_skills,is_tech,is_medical,is_business,is_engineering
174,Nursing,63,63,68,91,0,1,1,9,7,8,74.0,63.0,79.5,0.5,1.0,44.25,-28,-8.5,66.0,7.5,0,1,1,0
175,CSE,99,77,63,53,10,4,1,3,8,8,64.33333333333333,88.0,58.0,7.0,2.5,30.5,46,4.0,56.33333333333333,8.0,1,0,1,0
176,BCom,72,60,67,67,2,5,1,3,10,8,64.66666666666667,66.0,67.0,3.5,3.0,35.0,5,0.5,56.66666666666667,9.0,0,0,1,0
177,BCom,69,55,54,57,3,5,2,1,10,13,55.333333333333336,62.0,55.5,4.0,3.5,28.25,12,3.0,42.333333333333336,11.5,0,0,1,0
178,CSE,99,87,67,66,10,8,2,1,9,6,73.33333333333333,93.0,66.5,9.0,5.0,33.75,33,8.0,67.33333333333333,7.5,1,0,0,0
179,BBA,75,62,64,59,9,3,6,3,5,9,61.666666666666664,68.5,61.5,6.0,4.5,32.25,16,3.0,52.666666666666664,7.0,0,0,0,0
180,MBBS,77,83,94,99,3,5,1,10,7,6,92.0,80.0,96.5,4.0,3.0,53.25,-22,-6.0,86.0,6.5,0,1,0,0
181,Mechanical,90,88,71,62,6,3,10,1,4,6,73.66666666666667,89.0,66.5,4.5,6.5,33.75,28,3.5,67.66666666666667,5.0,0,0,0,1
182,Pharmacy,71,77,94,89,2,0,0,7,7,6,86.66666666666667,74.0,91.5,1.0,0.0,49.25,-18,-6.0,80.66666666666667,6.5,0,0,0,0
183,Pharmacy,69,80,96,87,4,5,2,9,5,9,87.66666666666667,74.5,91.5,4.5,3.5,50.25,-18,-4.5,78.66666666666667,7.0,0,1,0,0
184,BA English,52,55,57,70,0,1,3,1,9,8,60.666666666666664,53.5,63.5,0.5,2.0,32.25,-18,-0.5,52.666666666666664,8.5,0,0,1,0
185,ECE,82,89,54,47,7,10,2,0,6,5,63.333333333333336,85.5,50.5,8.5,6.0,25.25,35,8.5,58.333333333333336,5.5,0,0,0,0
186,ECE,93,97,58,49,7,10,4,0,4,6,68.0,95.0,53.5,8.5,7.0,26.75,44,8.5,62.0,5.0,0,0,0,0
187,ECE,90,89,62,52,9,10,5,0,6,1,67.66666666666667,89.5,57.0,9.5,7.5,28.5,38,9.5,66.66666666666667,3.5,1,0,0,0
188,Pharmacy,71,75,95,91,1,1,3,9,6,10,87.0,73.0,93.0,1.0,2.0,51.0,-20,-8.0,77.0,8.0,0,1,0,0
189,BBA,73,61,55,67,1,6,0,7,5,10,61.0,67.0,61.0,3.5,3.0,34.0,6,-3.5,51.0,7.5,0,0,0,0
190,MBBS,73,79,96,94,0,2,1,10,10,5,89.66666666666667,76.0,95.0,1.0,1.5,52.5,-21,-9.0,84.66666666666667,7.5,0,1,0,0
191,Nursing,53,54,72,89,1,2,2,8,8,9,71.66666666666667,53.5,80.5,1.5,2.0,44.25,-36,-6.5,62.66666666666667,8.5,0,1,1,0
192,ECE,88,86,58,50,7,10,7,0,8,6,64.66666666666667,87.0,54.0,8.5,8.5,27.0,38,8.5,58.66666666666667,7.0,0,0,0,1
193,BCom,72,52,57,55,4,4,3,2,6,7,54.666666666666664,62.0,56.0,4.0,3.5,29.0,17,2.0,47.666666666666664,6.5,0,0,0,0
194,BCom,72,55,64,54,3,2,2,2,5,6,57.666666666666664,63.5,59.0,2.5,2.0,30.5,18,0.5,51.666666666666664,5.5,0,0,0,0
195,Mechanical,87,93,72,62,1,5,10,3,6,4,75.66666666666667,90.0,67.0,3.0,7.5,35.0,25,0.0,71.66666666666667,5.0,0,0,0,1
196,Nursing,71,58,85,89,2,2,1,9,7,10,77.33333333333333,64.5,87.0,2.0,1.5,48.0,-18,-7.0,67.33333333333333,8.5,0,1,1,0
197,Pharmacy,70,72,96,86,1,4,1,9,3,11,84.66666666666667,71.0,91.0,2.5,2.5,50.0,-16,-6.5,73.66666666666667,7.0,0,1,0,0
198,BCom,76,66,57,55,4,5,2,2,3,6,59.333333333333336,71.0,56.0,4.5,3.5,29.0,21,2.5,53.333333333333336,4.5,0,0,0,0
199,Pharmacy,71,76,97,90,3,3,1,7,2,11,87.66666666666667,73.5,93.5,3.0,2.0,50.25,-19,-4.0,76.66666666666667,6.5,0,0,0,0
200,Nursing,67,54,84,92,1,3,0,10,6,9,76.66666666666667,60.5,88.0,2.0,1.5,49.0,-25,-8.0,67.66666666666667,7.5,0,1,0,0
201,Mechanical,87,89,70,56,7,7,10,1,6,6,71.66666666666667,88.0,63.0,7.0,8.5,32.0,31,6.0,65.66666666666667,6.0,0,0,0,1
202,Nursing,59,61,75,80,1,2,1,10,6,10,72.0,60.0,77.5,1.5,1.5,43.75,-21,-8.5,62.0,8.0,0,0,0,0
203,Civil,80,78,54,49,1,5,8,2,8,6,60.333333333333336,79.0,51.5,3.0,6.5,26.75,31,1.0,54.333333333333336,7.0,0,0,0,0
204,BBA,73,52,71,54,6,2,2,5,10,8,59.0,62.5,62.5,4.0,2.0,33.75,19,-1.0,51.0,9.0,0,0,1,0
205,Nursing,68,67,71,87,0,3,1,10,8,9,75.0,67.5,79.0,1.5,2.0,44.5,-19,-8.5,66.0,8.5,0,1,1,0
206,Mechanical,84,93,69,53,5,5,10,4,7,6,71.66666666666667,88.5,61.0,5.0,7.5,32.5,31,1.0,65.66666666666667,6.5,0,0,0,1
207,BBA,69,67,63,57,3,3,5,2,4,9,62.333333333333336,68.0,60.0,3.0,4.0,31.0,12,1.0,53.333333333333336,6.5,0,0,0,0
208,BBA,75,63,64,64,4,5,1,6,2,9,63.666666666666664,69.0,64.0,4.5,3.0,35.0,11,-1.5,54.666666666666664,5.5,0,0,0,0
209,Nursing,60,52,72,90,3,3,2,9,4,9,71.33333333333333,56.0,81.0,3.0,2.5,45.0,-30,-6.0,62.33333333333333,6.5,0,1,0,0
210,ECE,91,99,57,44,8,10,4,2,3,6,66.66666666666667,95.0,50.5,9.0,7.0,26.25,47,7.0,60.66666666666667,4.5,1,0,0,0
211,BBA,73,63,59,63,0,4,5,1,6,7,61.666666666666664,68.0,61.0,2.0,4.5,31.0,10,1.0,54.666666666666664,6.5,0,0,0,0
212,BA English,64,55,55,63,4,4,1,5,9,9,57.666666666666664,59.5,59.0,4.0,2.5,32.0,1,-1.0,48.666666666666664,9.0,0,0,1,0
213,EEE,90,93,57,48,1,9,4,0,6,6,66.0,91.5,52.5,5.0,6.5,26.25,42,5.0,60.0,6.0,0,0,0,0
214,BBA,69,63,55,56,5,6,2,0,15,10,58.0,66.0,55.5,5.5,4.0,27.75,13,5.5,48.0,12.5,0,0,1,0
215,Civil,86,82,61,53,3,2,9,2,1,7,65.33333333333333,84.0,57.0,2.5,5.5,29.5,33,0.5,58.33333333333333,4.0,0,0,0,0
216,EEE,94,100,62,47,9,10,6,0,6,5,69.66666666666667,97.0,54.5,9.5,8.0,27.25,47,9.5,64.66666666666667,5.5,1,0,0,0
217,BA English,56,54,57,71,3,4,1,0,10,7,60.666666666666664,55.0,64.0,3.5,2.5,32.0,-15,3.5,53.666666666666664,8.5,0,0,0,0
218,MBBS,72,80,93,99,2,3,1,10,7,9,90.66666666666667,76.0,96.0,2.5,2.0,53.0,-27,-7.5,81.66666666666667,8.0,0,1,1,0
219,EEE,86,91,63,43,7,9,10,3,6,5,65.66666666666667,88.5,53.0,8.0,9.5,28.0,43,5.0,60.66666666666667,5.5,0,0,0,1
220,BCom,79,61,63,49,2,2,3,2,9,9,57.666666666666664,70.0,56.0,2.0,2.5,29.0,30,0.0,48.666666666666664,9.0,0,0,1,0
221,Mechanical,87,90,75,62,4,3,10,0,8,3,75.66666666666667,88.5,68.5,3.5,6.5,34.25,25,3.5,72.66666666666667,5.5,0,0,0,1
222,ECE,88,86,63,51,8,10,0,3,5,6,66.66666666666667,87.0,57.0,9.0,5.0,30.0,37,6.0,60.66666666666667,5.5,1,0,0,0
223,ECE,86,93,58,49,10,10,1,2,8,3,66.66666666666667,89.5,53.5,10.0,5.5,27.75,37,8.0,63.66666666666667,5.5,1,0,0,0
224,Pharmacy,70,74,94,91,3,1,2,7,7,5,86.33333333333333,72.0,92.5,2.0,1.5,49.75,-21,-5.0,81.33333333333333,6.0,0,0,0,0
225,BCom,69,65,59,56,2,0,3,2,7,11,60.0,67.0,57.5,1.0,1.5,29.75,13,-1.0,49.0,9.0,0,0,1,0
226,Mechanical,85,89,70,57,3,1,10,2,5,9,72.0,87.0,63.5,2.0,5.5,32.75,28,0.0,63.0,7.0,0,0,0,1
227,BA English,57,50,59,70,0,3,1,2,7,10,59.666666666666664,53.5,64.5,1.5,2.0,33.25,-13,-0.5,49.666666666666664,8.5,0,0,1,0
228,ECE,89,93,63,54,8,10,5,3,6,3,70.0,91.0,58.5,9.0,7.5,30.75,35,6.0,67.0,4.5,1,0,0,0
229,Nursing,69,53,72,88,2,2,1,8,8,11,71.0,61.0,80.0,2.0,1.5,44.0,-19,-6.0,60.0,9.5,0,1,1,0
230,EEE,85,93,62,52,9,8,6,2,11,4,69.0,89.0,57.0,8.5,7.0,29.5,33,6.5,65.0,7.5,1,0,0,0
231,Nursing,67,52,78,91,1,4,1,8,8,9,73.66666666666667,59.5,84.5,2.5,2.5,46.25,-24,-5.5,64.66666666666667,8.5,0,1,1,0
232,CSE,96,85,55,55,10,7,2,0,5,3,65.0,90.5,55.0,8.5,4.5,27.5,41,8.5,62.0,4.0,1,0,0,0
233,BA English,60,60,68,72,1,2,1,2,9,10,66.66666666666667,60.0,70.0,1.5,1.5,36.0,-12,-0.5,56.66666666666667,9.5,0,0,1,0
234,Mechanical,81,91,63,57,3,8,10,0,3,5,70.33333333333333,86.0,60.0,5.5,9.0,30.0,24,5.5,65.33333333333333,4.0,0,0,0,1
235,EEE,92,100,64,53,2,6,6,1,5,5,72.33333333333333,96.0,58.5,4.0,6.0,29.75,39,3.0,67.33333333333333,5.0,0,0,0,0
236,BCom,77,57,64,57,5,3,1,2,5,9,59.333333333333336,67.0,60.5,4.0,2.0,31.25,20,2.0,50.333333333333336,7.0,0,0,0,0
237,Civil,80,72,67,50,2,4,4,2,3,7,63.0,76.0,58.5,3.0,4.0,30.25,30,1.0,56.0,5.0,0,0,0,0
238,EEE,87,96,59,52,2,7,4,1,5,3,69.0,91.5,55.5,4.5,5.5,28.25,35,3.5,66.0,4.0,0,0,0,0
239,EEE,91,99,60,42,4,10,6,1,5,2,67.0,95.0,51.0,7.0,8.0,26.0,49,6.0,65.0,3.5,0,0,0,0
240,Pharmacy,73,79,97,84,2,1,2,10,7,9,86.66666666666667,76.0,90.5,1.5,1.5,50.25,-11,-8.5,77.66666666666667,8.0,0,0,1,0
241,Mechanical,86,86,64,49,5,4,10,1,5,4,66.33333333333333,86.0,56.5,4.5,7.0,28.75,37,3.5,62.33333333333333,4.5,0,0,0,1
242,Civil,73,76,57,48,1,1,4,3,5,6,60.333333333333336,74.5,52.5,1.0,2.5,27.75,25,-2.0,54.333333333333336,5.5,0,0,0,0
243,MBBS,72,85,93,100,1,3,0,10,8,7,92.66666666666667,78.5,96.5,2.0,1.5,53.25,-28,-8.0,85.66666666666667,7.5,0,1,0,0
244,EEE,83,93,64,48,5,9,4,1,4,5,68.33333333333333,88.0,56.0,7.0,6.5,28.5,35,6.0,63.33333333333333,4.5,0,0,0,0
245,BCom,84,59,53,62,7,3,3,3,9,8,58.0,71.5,57.5,5.0,3.0,30.25,22,2.0,50.0,8.5,0,0,1,0
246,CSE,92,76,62,48,10,8,1,3,8,4,62.0,84.0,55.0,9.0,4.5,29.0,44,6.0,58.0,6.0,1,0,0,0
247,BA English,58,60,58,73,4,2,2,4,8,11,63.666666666666664,59.0,65.5,3.0,2.0,34.75,-15,-1.0,52.666666666666664,9.5,0,0,1,0
248,EEE,90,95,67,48,3,10,4,2,9,4,70.0,92.5,57.5,6.5,7.0,29.75,42,4.5,66.0,6.5,0,0,0,0
249,Nursing,62,60,74,90,0,1,0,9,9,8,74.66666666666667,61.0,82.0,0.5,0.5,45.5,-28,-8.5,66.66666666666667,8.5,0,1,1,0
250,ECE,93,91,63,45,5,10,7,1,5,5,66.33333333333333,92.0,54.0,7.5,8.5,27.5,48,6.5,61.33333333333333,5.0,0,0,0,1
251,ECE,86,97,62,44,8,10,5,2,5,5,67.66666666666667,91.5,53.0,9.0,7.5,27.5,42,7.0,62.66666666666667,5.0,1,0,0,0
252,BA English,60,62,58,59,2,3,1,7,10,8,59.666666666666664,61.0,58.5,2.5,2.0,32.75,1,-4.5,51.666666666666664,9.0,0,0,1,0
253,Pharmacy,75,79,95,89,2,1,2,7,9,9,87.66666666666667,77.0,92.0,1.5,1.5,49.5,-14,-5.5,78.66666666666667,9.0,0,0,1,0
254,BBA,74,58,53,56,3,6,3,3,6,10,55.666666666666664,66.0,54.5,4.5,4.5,28.75,18,1.5,45.666666666666664,8.0,0,0,0,0
255,ECE,80,94,57,43,8,10,4,2,9,8,64.66666666666667,87.0,50.0,9.0,7.0,26.0,37,7.0,56.66666666666667,8.5,0,0,1,0
256,EEE,89,93,66,46,3,9,7,1,4,4,68.33333333333333,91.0,56.0,6.0,8.0,28.5,43,5.0,64.33333333333333,4.0,0,0,0,1
257,Nursing,64,66,81,86,1,2,1,9,10,7,77.66666666666667,65.0,83.5,1.5,1.5,46.25,-22,-7.5,70.66666666666667,8.5,0,1,0,0
258,Mechanical,93,91,70,60,0,6,10,2,6,4,73.66666666666667,92.0,65.0,3.0,8.0,33.5,33,1.0,69.66666666666667,5.0,0,0,0,1
259,EEE,94,93,62,52,4,8,6,1,7,4,69.0,93.5,57.0,6.0,7.0,29.0,42,5.0,65.0,5.5,0,0,0,0
260,MBBS,76,81,94,95,2,6,1,10,7,5,90.0,78.5,94.5,4.0,3.5,52.25,-19,-6.0,85.0,6.0,0,1,0,0
261,MBBS,67,80,94,98,3,2,0,10,5,6,90.66666666666667,73.5,96.0,2.5,1.0,53.0,-31,-7.5,84.66666666666667,5.5,0,1,0,0
262,ECE,85,88,57,53,9,10,5,2,5,6,66.0,86.5,55.0,9.5,7.5,28.5,32,7.5,60.0,5.5,1,0,0,0
263,CSE,96,86,62,56,10,5,4,1,4,6,68.0,91.0,59.0,7.5,4.5,30.0,40,6.5,62.0,5.0,1,0,0,0
264,BCom,70,60,59,57,7,2,4,2,3,8,58.666666666666664,65.0,58.0,4.5,3.0,30.0,13,2.5,50.666666666666664,5.5,0,0,0,0
265,MBBS,83,79,96,99,1,1,0,10,1,9,91.33333333333333,81.0,97.5,1.0,0.5,53.75,-16,-9.0,82.33333333333333,5.0,0,1,0,0
266,Pharmacy,67,74,95,90,3,1,3,6,4,9,86.33333333333333,70.5,92.5,2.0,2.0,49.25,-23,-4.0,77.33333333333333,6.5,0,0,0,0
267,BBA,76,58,61,64,5,3,3,4,6,10,61.0,67.0,62.5,4.0,3.0,33.25,12,0.0,51.0,8.0,0,0,0,0
268,Civil,76,78,64,54,3,3,5,3,4,5,65.33333333333333,77.0,59.0,3.0,4.0,31.0,22,0.0,60.33333333333333,4.5,0,0,0,0
269,BA English,56,57,68,65,4,2,0,5,10,10,63.333333333333336,56.5,66.5,3.0,1.0,35.75,-9,-2.0,53.333333333333336,10.0,0,0,1,0
270,ECE,90,94,65,53,8,10,4,0,6,4,70.66666666666667,92.0,59.0,9.0,7.0,29.5,37,9.0,66.66666666666667,5.0,1,0,0,0
271,Civil,84,77,56,65,3,2,7,3,6,9,66.0,80.5,60.5,2.5,4.5,31.75,19,-0.5,57.0,7.5,0,0,0,0
272,EEE,89,93,63,53,7,8,6,2,6,6,69.66666666666667,91.0,58.0,7.5,7.0,30.0,36,5.5,63.66666666666667,6.0,0,0,0,0
273,MBBS,76,88,90,96,3,4,2,10,5,8,91.33333333333333,82.0,93.0,3.5,3.0,51.5,-20,-6.5,83.33333333333333,6.5,0,1,0,0
274,Mechanical,81,91,69,63,4,2,10,3,7,7,74.33333333333333,86.0,66.0,3.0,6.0,34.5,18,0.0,67.33333333333333,7.0,0,0,0,1
275,Civil,84,69,64,71,3,1,6,2,6,7,68.0,76.5,67.5,2.0,3.5,34.75,13,0.0,61.0,6.5,0,0,0,0
276,BA English,54,58,62,63,2,2,2,2,10,10,61.0,56.0,62.5,2.0,2.0,32.25,-9,0.0,51.0,10.0,0,0,1,0
277,Pharmacy,70,76,94,88,2,3,3,8,8,7,86.0,73.0,91.0,2.5,3.0,49.5,-18,-5.5,79.0,7.5,0,1,0,0
278,BBA,71,67,57,61,5,1,9,3,8,10,61.666666666666664,69.0,59.0,3.0,5.0,31.0,10,0.0,51.666666666666664,9.0,0,0,1,0
279,CSE,96,93,69,53,10,5,0,0,2,4,71.66666666666667,94.5,61.0,7.5,2.5,30.5,43,7.5,67.66666666666667,3.0,1,0,0,0
280,BCom,70,55,66,65,2,0,2,2,7,9,62.0,62.5,65.5,1.0,1.0,33.75,5,-1.0,53.0,8.0,0,0,1,0
281,CSE,91,77,64,59,10,6,4,0,3,5,66.66666666666667,84.0,61.5,8.0,5.0,30.75,32,8.0,61.66666666666667,4.0,1,0,0,0
282,CSE,99,89,65,52,10,7,3,2,8,4,68.66666666666667,94.0,58.5,8.5,5.0,30.25,47,6.5,64.66666666666667,6.0,1,0,0,0
283,ECE,89,93,60,52,2,10,4,0,7,5,68.33333333333333,91.0,56.0,6.0,7.0,28.0,37,6.0,63.33333333333333,6.0,0,0,0,0
284,BBA,72,53,60,58,5,4,6,2,9,9,57.0,62.5,59.0,4.5,5.0,30.5,14,2.5,48.0,9.0,0,0,1,0
285,CSE,99,86,75,52,10,6,1,1,5,6,71.0,92.5,63.5,8.0,3.5,32.25,47,7.0,65.0,5.5,1,0,0,0
286,Pharmacy,70,78,96,90,3,0,3,5,4,5,88.0,74.0,93.0,1.5,1.5,49.0,-20,-3.5,83.0,4.5,0,0,0,0
287,CSE,95,87,65,49,10,5,0,1,9,7,67.0,91.0,57.0,7.5,2.5,29.0,46,6.5,60.0,8.0,1,0,0,0
288,Mechanical,81,86,64,62,4,6,10,2,8,5,70.66666666666667,83.5,63.0,5.0,8.0,32.5,19,3.0,65.66666666666667,6.5,0,0,0,1
289,BCom,76,49,54,57,3,3,1,1,9,8,53.333333333333336,62.5,55.5,3.0,2.0,28.25,19,2.0,45.333333333333336,8.5,0,0,1,0
290,Civil,84,74,62,60,0,3,3,2,5,5,65.33333333333333,79.0,61.0,1.5,3.0,31.5,24,-0.5,60.33333333333333,5.0,0,0,0,0
291,Mechanical,84,89,73,63,3,7,10,1,5,3,75.0,86.5,68.0,5.0,8.5,34.5,21,4.0,72.0,4.0,0,0,0,1
292,Mechanical,83,92,74,58,6,5,10,2,8,6,74.66666666666667,87.5,66.0,5.5,7.5,34.0,25,3.5,68.66666666666667,7.0,0,0,0,1
293,Civil,78,74,76,64,1,6,5,2,6,5,71.33333333333333,76.0,70.0,3.5,5.5,36.0,14,1.5,66.33333333333333,5.5,0,0,0,0
294,MBBS,74,84,92,99,1,4,1,10,6,7,91.66666666666667,79.0,95.5,2.5,2.5,52.75,-25,-7.5,84.66666666666667,6.5,0,1,0,0
295,Pharmacy,65,80,99,86,3,3,2,7,8,8,88.33333333333333,72.5,92.5,3.0,2.5,49.75,-21,-4.0,80.33333333333333,8.0,0,0,1,0
296,CSE,95,84,69,60,10,3,0,2,4,1,71.0,89.5,64.5,6.5,1.5,33.25,35,4.5,70.0,2.5,1,0,0,0
297,BCom,74,56,49,60,3,1,2,2,12,7,55.0,65.0,54.5,2.0,1.5,28.25,14,0.0,48.0,9.5,0,0,0,0
298,BBA,67,54,61,59,8,4,7,1,5,8,58.0,60.5,60.0,6.0,5.5,30.5,8,5.0,50.0,6.5,0,0,0,0
299,Nursing,59,60,70,94,0,1,1,9,5,8,74.66666666666667,59.5,82.0,0.5,1.0,45.5,-35,-8.5,66.66666666666667,6.5,0,1,0,0
300,MBBS,77,78,95,98,2,5,2,10,11,8,90.33333333333333,77.5,96.5,3.5,3.5,53.25,-21,-6.5,82.33333333333333,9.5,0,1,1,0
301,Nursing,64,58,75,89,2,2,0,9,7,10,74.0,61.0,82.0,2.0,1.0,45.5,-25,-7.0,64.0,8.5,0,1,1,0
302,BBA,68,64,61,60,7,5,2,3,8,9,61.666666666666664,66.0,60.5,6.0,3.5,31.75,8,3.0,52.666666666666664,8.5,0,0,1,0
303,MBBS,76,81,95,99,2,3,1,10,8,9,91.66666666666667,78.5,97.0,2.5,2.0,53.5,-23,-7.5,82.66666666666667,8.5,0,1,1,0
304,EEE,88,96,60,49,3,7,4,1,6,4,68.33333333333333,92.0,54.5,5.0,5.5,27.75,39,4.0,64.33333333333333,5.0,0,0,0,0
305,Mechanical,86,89,69,62,6,1,10,2,5,8,73.33333333333333,87.5,65.5,3.5,5.5,33.75,24,1.5,65.33333333333333,6.5,0,0,0,1
306,Mechanical,80,93,68,55,4,3,10,2,8,3,72.0,86.5,61.5,3.5,6.5,31.75,25,1.5,69.0,5.5,0,0,0,1
307,EEE,91,92,58,48,5,8,6,0,4,3,66.0,91.5,53.0,6.5,7.0,26.5,43,6.5,63.0,3.5,0,0,0,0
308,Pharmacy,63,78,95,87,1,4,2,5,7,4,86.66666666666667,70.5,91.0,2.5,3.0,48.0,-24,-2.5,82.66666666666667,5.5,0,0,0,0
309,Civil,80,80,66,60,4,1,10,2,6,8,68.66666666666667,80.0,63.0,2.5,5.5,32.5,20,0.5,60.66666666666667,7.0,0,0,0,0
310,Civil,75,78,70,57,3,0,4,2,4,6,68.33333333333333,76.5,63.5,1.5,2.0,32.75,18,-0.5,62.33333333333333,5.0,0,0,0,0
311,EEE,88,97,63,53,3,9,1,1,9,2,71.0,92.5,58.0,6.0,5.0,29.5,35,5.0,69.0,5.5,0,0,0,0
312,BCom,77,64,57,54,5,6,2,4,6,6,58.333333333333336,70.5,55.5,5.5,4.0,29.75,23,1.5,52.333333333333336,6.0,0,0,0,0
313,BCom,72,61,54,53,7,6,0,1,7,9,56.0,66.5,53.5,6.5,3.0,27.25,19,5.5,47.0,8.0,0,0,1,0
314,Mechanical,83,92,72,62,4,5,10,3,8,5,75.33333333333333,87.5,67.0,4.5,7.5,35.0,21,1.5,70.33333333333333,6.5,0,0,0,1
315,EEE,88,95,64,54,1,10,6,2,7,7,71.0,91.5,59.0,5.5,8.0,30.5,34,3.5,64.0,7.0,0,0,0,0
316,EEE,91,92,56,53,7,9,5,0,4,7,67.0,91.5,54.5,8.0,7.0,27.25,38,8.0,60.0,5.5,0,0,0,0
317,ECE,89,93,65,46,8,10,0,1,5,5,68.0,91.0,55.5,9.0,5.0,28.25,43,8.0,63.0,5.0,1,0,0,0
318,ECE,87,97,61,52,8,10,6,0,5,3,70.0,92.0,56.5,9.0,8.0,28.25,35,9.0,67.0,4.0,1,0,0,0
319,Civil,79,83,59,58,5,4,10,1,8,6,66.66666666666667,81.0,58.5,4.5,7.0,29.75,21,3.5,60.66666666666667,7.0,0,0,0,0
320,BCom,76,54,54,53,3,6,4,1,11,6,53.666666666666664,65.0,53.5,4.5,5.0,27.25,23,3.5,47.666666666666664,8.5,0,0,0,0
321,Pharmacy,68,73,96,85,1,4,1,10,6,8,84.66666666666667,70.5,90.5,2.5,2.5,50.25,-17,-7.5,76.66666666666667,7.0,0,1,0,0
322,ECE,89,89,57,54,6,10,2,1,10,3,66.66666666666667,89.0,55.5,8.0,6.0,28.25,35,7.0,63.66666666666667,6.5,0,0,0,0
323,EEE,93,93,68,46,8,9,5,0,5,3,69.0,93.0,57.0,8.5,7.0,28.5,47,8.5,66.0,4.0,1,0,0,0
324,BBA,66,61,63,63,0,1,2,4,9,9,62.333333333333336,63.5,63.0,0.5,1.5,33.5,3,-3.5,53.333333333333336,9.0,0,0,1,0
325,ECE,84,89,62,46,8,10,6,0,7,6,65.66666666666667,86.5,54.0,9.0,8.0,27.0,38,9.0,59.66666666666667,6.5,0,0,0,0
326,CSE,97,84,74,53,10,8,1,0,3,8,70.33333333333333,90.5,63.5,9.0,4.5,31.75,44,9.0,62.33333333333333,5.5,1,0,0,0
327,EEE,90,98,62,49,7,9,6,1,5,5,69.66666666666667,94.0,55.5,8.0,7.5,28.25,41,7.0,64.66666666666667,5.0,0,0,0,0
328,BBA,63,63,53,70,3,4,1,2,13,10,62.0,63.0,61.5,3.5,2.5,31.75,-7,1.5,52.0,11.5,0,0,1,0
329,Mechanical,85,91,66,66,3,2,10,2,7,8,74.33333333333333,88.0,66.0,2.5,6.0,34.0,19,0.5,66.33333333333333,7.5,0,0,1,1
330,BBA,65,60,55,64,6,0,1,0,7,9,59.666666666666664,62.5,59.5,3.0,0.5,29.75,1,3.0,50.666666666666664,8.0,0,0,1,0
331,EEE,91,94,62,50,2,9,9,1,6,6,68.66666666666667,92.5,56.0,5.5,9.0,28.5,41,4.5,62.66666666666667,6.0,0,0,0,1
332,ECE,82,94,56,51,10,10,0,1,8,9,67.0,88.0,53.5,10.0,5.0,27.25,31,9.0,58.0,8.5,0,0,1,0
333,EEE,85,97,62,54,3,10,7,2,6,6,71.0,91.0,58.0,6.5,8.5,30.0,31,4.5,65.0,6.0,0,0,0,1
334,Mechanical,86,89,72,55,1,1,10,1,6,4,72.0,87.5,63.5,1.0,5.5,32.25,31,0.0,68.0,5.0,0,0,0,1
335,CSE,90,91,64,53,10,3,3,1,3,2,69.33333333333333,90.5,58.5,6.5,3.0,29.75,37,5.5,67.33333333333333,2.5,1,0,0,0
336,Nursing,62,54,74,93,2,3,2,9,7,10,73.66666666666667,58.0,83.5,2.5,2.5,46.25,-31,-6.5,63.66666666666667,8.5,0,1,1,0
337,BA English,67,55,71,56,4,1,0,3,8,9,60.666666666666664,61.0,63.5,2.5,0.5,33.25,11,-0.5,51.666666666666664,8.5,0,0,1,0
338,Nursing,63,61,67,88,1,2,0,8,9,9,72.0,62.0,77.5,1.5,1.0,42.75,-25,-6.5,63.0,9.0,0,1,1,0
339,Nursing,64,70,71,87,1,2,1,9,4,10,76.0,67.0,79.0,1.5,1.5,44.0,-23,-7.5,66.0,7.0,0,1,0,0
340,Nursing,61,59,83,88,2,3,2,6,6,10,76.66666666666667,60.0,85.5,2.5,2.5,45.75,-27,-3.5,66.66666666666667,8.0,0,0,0,0
341,BA English,64,54,67,63,6,2,1,1,9,9,61.333333333333336,59.0,65.0,4.0,1.5,33.0,1,3.0,52.333333333333336,9.0,0,0,1,0
342,Pharmacy,66,75,97,87,3,2,3,7,4,6,86.33333333333333,70.5,92.0,2.5,2.5,49.5,-21,-4.5,80.33333333333333,5.0,0,0,0,0
343,EEE,93,98,57,55,5,9,5,1,8,5,70.0,95.5,56.0,7.0,7.0,28.5,38,6.0,65.0,6.5,0,0,0,0
344,MBBS,76,84,93,96,3,3,2,10,3,7,91.0,80.0,94.5,3.0,2.5,52.25,-20,-7.0,84.0,5.0,0,1,0,0
345,ECE,87,91,59,55,3,10,1,1,5,6,68.33333333333333,89.0,57.0,6.5,5.5,29.0,32,5.5,62.33333333333333,5.5,0,0,0,0
346,Mechanical,85,92,66,53,4,4,10,2,7,2,70.33333333333333,88.5,59.5,4.0,7.0,30.75,32,2.0,68.33333333333333,4.5,0,0,0,1
347,ECE,86,93,56,53,8,10,2,0,7,7,67.33333333333333,89.5,54.5,9.0,6.0,27.25,33,9.0,60.33333333333333,7.0,1,0,0,0
348,Mechanical,95,90,67,74,1,5,10,3,8,4,77.0,92.5,70.5,3.0,7.5,36.75,21,0.0,73.0,6.0,0,0,0,1
349,BBA,63,56,54,50,4,2,8,3,11,7,53.333333333333336,59.5,52.0,3.0,5.0,27.5,13,0.0,46.333333333333336,9.0,0,0,0,0
